Link Type,Location Type,Title,Link,URL,PDF Size (bytes),Page Count,Text-based,Tagged,Notes,Equalify Scan Results
PDF,Research Project (ACF Field),"Public vs. Private Auditors, Big vs. Little Issuers: What’s Influencing the Timeliness of Municipal Bond Audits, by Deborah A. Carroll and Richard A. Ciccarone (Field: abstract)",http://gfrc.uic.edu/wp-content/uploads/sites/188/2023/05/P2302013-Municipal-Bonds-Audit-Report-FINAL.pdf,https://gfrc.uic.edu/research/public-vs-private-auditors-big-vs-little-issuers-whats-influencing-the-timeliness-of-municipal-bond-audits-by-deborah-a-carroll-and-richard-a-ciccarone/,6107979.0,16.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Don’t Tell Anyone (No Le Digas a Nadie) (Field: description),https://app.box.com/s/r8i2dmwoyq7isveu8w818t8pv26212cy,https://latinocultural.uic.edu/events/dont-tell-anyone-no-le-digas-a-nadie/,6025943.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Event (ACF Field),Community Pharmacy Residency Seminar Series Part 2 (Field: description),http://ce.pharmacy.uic.edu/wp-content/uploads/sites/358/2018/10/Final_11.13.18-Community-Resident-Seminar-Announcement.pdf,https://ce.pharmacy.uic.edu/events/community-pharmacy-residency-seminar-series-part-2/,6015389.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),13 Colors of the Honduran Resistance (Field: description),https://app.box.com/s/fd8ngyyxtrrhu592grifhoigtxh2wn9r,https://latinocultural.uic.edu/events/13-colors-of-the-honduran-resistance/,5878274.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Valentines for Democracy (Field: description),https://app.box.com/s/h5v5l56imuw60gpvj6j51xugsi2ygwt9,https://latinocultural.uic.edu/events/artivism-valentines-for-democracy/,5857551.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),"LCC Open House, Fall 2018 (Field: description)",https://app.box.com/s/buzal1v973j7xn55taftsg3hhvfrcaqe,https://latinocultural.uic.edu/events/lcc-open-house-fall-2018/,5841725.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),SHARE WITH STUDENTS: UIC Career Services and LAS Career Development and Internships hosts &#8220;Careers in the Helping Professions&#8221; on March 19th! (Field: intro_text_body),https://uofi.box.com/s/iivx38ujd563cde238hm6cbbnvjbo1ae,https://advising-old.red.uic.edu/news-stories/share-with-students-uic-career-services-and-las-career-development-and-internships-hosts-careers-in-the-helping-professions-on-march-19th/,5779012.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),LALS 286: Issues in Latino Identity &#8211; Research Projects (Field: intro_text_body),https://uofi.box.com/s/f4dddx2zya58833etjs32g48y4ksqtel,https://latinocultural.uic.edu/news-stories/lals-286-issues-in-latino-identity-research-projects/,5682076.0,10.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Event (ACF Field),"Maíz Transgénico: En vez de alimento, ARTE! (Field: description)",https://app.box.com/s/tg56hspljzhdcajktr5u3t4z6sw128wa,https://latinocultural.uic.edu/events/maiz-transgenico-en-vez-de-alimento-arte/,5617239.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),LCC Open House &#8211; Spring 2019 (Field: description),https://app.box.com/s/vgssbihovz3xwrv6byd179gwmkb0ptph,https://latinocultural.uic.edu/events/lcc-open-house-spring-2019/,5587308.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Fed Up (Field: description),https://app.box.com/s/yqu9sws6jwfpmfebkyvowemlg024ep2w,https://latinocultural.uic.edu/events/fed-up/,5551716.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,News (ACF Field),"Essential, Precarious, and At Risk: Washington Workers in High Hazard, Low-Reward Jobs (Field: intro_text_body)",https://georgetown.southseattle.edu/sites/georgetown.southseattle.edu/files/2020-09/LaborCenterReport%202020%20Final%5B4483%5D.pdf,https://healthywork.uic.edu/news-stories/essential-precarious-and-at-risk-washington-workers-in-high-hazard-low-reward-jobs/,5528286.0,25.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Page (ACF Field),Self-Study (Field: intro_text_body),https://uofi.box.com/s/71vad35v4qy14pzchqsl2vsd1bnrb5wr,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/,5462626.0,119.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Event (ACF Field),Hate Has NO Place on this Campus #UnityatUIC (Field: description),https://app.box.com/s/mklxisau3w7y9b53c5vt4ialfdwwwtr3,https://latinocultural.uic.edu/events/artivism-hate-has-no-place-on-this-campus-unityatuic/,5456453.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),"Defund Hate, Dismantling the Detention and Deportation Machine (Field: description)",https://app.box.com/s/ffpdx0xyf8gpfp8msxs91heahzkuizmk,https://latinocultural.uic.edu/events/defund-hate-dismantling-the-detention-and-deportation-machine/,5415466.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),SHARE WITH STUDENTS/FOR ADVISORS&#8217; INFORMATION: EHI Fall 2022 Courses and Spring 2022 Mellon Lecture on 4/12 (Field: intro_text_body),https://uofi.box.com/s/xkrky3aifqqq5v48q4qcd0ccyf1l168a,https://advising-old.red.uic.edu/news-stories/share-with-students-for-advisors-information-ehi-fall-2022-courses-and-spring-2022-mellon-lecture-on-4-12/,5330135.0,1.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Event (ACF Field),Screening of Performed Lecture by Susan Foster (Field: description),https://huminst.uic.edu/wp-content/uploads/sites/412/2019/10/Foster-Textual-Evidances.pdf,https://huminst.uic.edu/events/dance-theatre-and-performance-studies/,5316705.0,10.0,FALSE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Occupational Safety (Field: intro_text_body),https://uofi.box.com/s/srpzl8xc216psfvjl7ehl078e5wc7ak8,https://ehso.uic.edu/occupational-safety/,5295838.0,18.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Annual Reports (Field: intro_text_body),https://app.box.com/file/310433393000?s=v2fpsr4ukauhkfywii2psydahpe0y8e7,https://latinocultural.uic.edu/annual-reports/,5287146.0,8.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Annual Reports (Field: intro_text_body),https://app.box.com/s/v2fpsr4ukauhkfywii2psydahpe0y8e7,https://latinocultural.uic.edu/annual-reports/,5287146.0,8.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Annual Reports &amp; Documents (Field: intro_text_body),https://uofi.box.com/s/v2fpsr4ukauhkfywii2psydahpe0y8e7,https://latinocultural.uic.edu/archives/annual-reports-documents/,5287146.0,8.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),LCC Affiliated Student Organizations’ OPEN HOUSE Fall 2019 (Field: description),https://app.box.com/s/c9qo1n18a7kwrpyvv0bioh1c4uck6ii3,https://latinocultural.uic.edu/events/lcc-affiliated-student-organizations-open-house-fall-2019/,5284848.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Annual Reports (Field: intro_text_body),https://app.box.com/s/mkj9ry7owpuwkur56es57xorlgqh2jaz,https://latinocultural.uic.edu/annual-reports/,5220310.0,16.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Spring 2020 Mural Tours and Dialogues for UIC classes &amp; groups at the LCC (Field: description),https://app.box.com/s/jrhnuizg9ud33dn11ezhiioyvms8qet7,https://latinocultural.uic.edu/events/mural-tours-dialogues-for-uic-classes-groups-at-the-lcc/,5177144.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Executive Summary (2018) (Field: intro_text_body),https://uofi.box.com/v/UICClimateActionPlan,https://sustainability.uic.edu/plans/caip/exceutive-summary/,5167665.0,60.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Page (ACF Field),Carbon Neutral Campus (Field: intro_text_body),https://uofi.box.com/s/yama5ay117gqyfhih0teqaz59on5jem2,https://sustainability.uic.edu/plans/uicclimatecommitments/carbon-neutral-campus/,5167665.0,60.0,TRUE,TRUE,StructTreeRoot tag found,
Box,News (ACF Field),Fall 2018 U and I Care Summit on 10/11 – RSVP due 10/8 (Field: intro_text_body),https://uofi.box.com/s/04blkug7q8biua6jn061jf0yf4mo2xqm,https://advising-old.red.uic.edu/news-stories/fall-2018-u-and-i-care-summit-on-10-11-rsvp-due-10-8/,5166359.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),UIC Latino Resource Guide (Field: intro_text_body),https://app.box.com/s/4jd5y636ctr8jak6f7s9ckcw2xh63cgh,https://latinocultural.uic.edu/resources/uic-latino-resource-guide/,5162677.0,10.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Page (ACF Field),Using ARPA Funds for Community Needs (Field: intro_text_body),https://www.nlc.org/wp-content/uploads/2022/07/Municipal-Workforce-Through-the-Pandemic-Brief.pdf,https://gfrc.uic.edu/the-government-finance-research-blog/using-arpa-funds-for-community-needs/,5126586.0,17.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Corporate Incentives: Five Keys to Success (Field: intro_text_body),https://www.stlouis-mo.gov/government/departments/sldc/documents/upload/City-of-St-Louis-Economic-Development-Incentives-Report-May-5-2016.pdf,https://gfrc.uic.edu/the-government-finance-research-blog/corporate-incentives-five-keys-to-success/,5110496.0,198.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,News (ACF Field),Annual Report 2022-2023 (Field: intro_text_body),https://healthywork.uic.edu/wp-content/uploads/sites/452/2023/10/CHW-2022-2023-Annual-Report-2.pdf,https://healthywork.uic.edu/news-stories/annual-report-2022-2023/,5076821.0,25.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,News (ACF Field),Learn by working: experiential pathways in graduate studies (Field: intro_text_body),https://www.cca-reports.ca/wp-content/uploads/2021/01/Degrees-of-Success_FullReport_EN.pdf,https://grad.uic.edu/news-stories/learn-by-working-experiential-pathways/,5057841.0,255.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,News (ACF Field),Annual Report 2021-2022 (Field: intro_text_body),https://healthywork.uic.edu/wp-content/uploads/sites/452/2023/10/CHW-2022-2023-Annual-Report_Final.pdf,https://healthywork.uic.edu/news-stories/annual-report-2021-2022/,5051730.0,25.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Page (ACF Field),Self-Study (Field: intro_text_body),https://uofi.box.com/s/obaqo3k1x6o322sld0jso34amgrdx231,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/,5005999.0,60.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Page (ACF Field),HireTouch Job Aids (Field: intro_text_body),http://oae.uic.edu/wp-content/uploads/sites/32/2017/07/FacultyApplicationJobAide.pdf,https://oae.uic.edu/ah/academic-hiring-process/hiretouch-job-aids/,4997015.0,26.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),Public Art Projects as a Tool for Mexican Cultural Diplomacy (Field: description),https://app.box.com/s/d081ilyg766igki8hwhti4kpi8mzkw23,https://latinocultural.uic.edu/events/public-art-projects-as-a-tool-for-mexican-cultural-diplomacy/,4961287.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),Community Reports (Field: intro_text_body),https://co-opchicago.ihrp.uic.edu/wp-content/uploads/sites/682/2021/11/Partnership-site-final-v3-11.12.21.pdf,https://co-opchicago.ihrp.uic.edu/our-findings/community-reports/,4888202.0,6.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Artículos Comunitarios (Field: intro_text_body),https://co-opchicago.ihrp.uic.edu/wp-content/uploads/sites/682/2021/11/Partnership-site-final-v3-11.12.21.pdf,https://co-opchicago-es.ihrp.uic.edu/our-findings/community-reports/,4888202.0,6.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),LCC Affiliated Student Organizations’ Open House – Spring 2017 (Field: description),https://app.box.com/s/vg1qewk6mlzgcdberwu2il8mef6uyje3,https://latinocultural.uic.edu/events/lcc-affiliated-student-organizations-open-house-spring-2017/,4827525.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),"SHARE WITH STUDENTS: Four announcements from the School of Literatures, Cultural Studies, and Linguistics! (Field: intro_text_body)",https://uofi.box.com/s/0ine7nbzxedt8u3qjz79yy3rjdtq76r8,https://advising-old.red.uic.edu/news-stories/share-with-students-four-announcements-from-the-school-of-literatures-cultural-studies-and-linguistics/,4799438.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Profile (ACF Field),"Jackson, April (Field: about)",https://www.poahchicago.org/sites/default/files/related-files/Household_and_community_change_report.pdf,https://diversity.uic.edu/profiles/jackson-april/,4792365.0,52.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),Steven Marsh publishes new book (Field: intro_text_body),https://uofi.box.com/s/yzrt924h2cpyrcivl62z1sdiwomxe3yp,https://hip.uic.edu/news-stories/steven-marsh-publishes-new-book/,4754193.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),Steven Marsh publishes new book (Field: intro_text_body),https://uofi.box.com/s/yzrt924h2cpyrcivl62z1sdiwomxe3yp,https://lcsl.uic.edu/news-stories/steven-marsh-publishes-new-book/,4754193.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),University Operations Under Emergency Conditions (Field: intro_text_body),https://uofi.box.com/s/jbfmfw9bgm2pkuavyfoxkrmf1ubggnvs,https://policies.uic.edu/uic-policy-library/facilities-and-safety/university-operations-under-emergency-conditions/,4651441.0,28.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Help Article (ACF Field),Enjoying Chicago Beaches (Field: intro_text_body),https://assets.chicagoparkdistrict.com/s3fs-public/images/lakefront%20trail/LF%20trails%20final%20maps%20-%20after%20consruction%20-%20%20Jan.%202019/5-Lakefront%20Trails%20Map%20-%20Oak%20St.%20to%20Ohio%20St..pdf,https://tie.uic.edu/help-articles/enjoying-chicago-beaches/,4635582.0,1.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Page (ACF Field),Local economies (Field: intro_text_body),https://uofi.box.com/s/ft05ix5rk2uy47573uqvhrv3lhvtid0d,https://cued.uic.edu/research-2/research-page-6/,4616975.0,37.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Event (ACF Field),Dolores: Rebel. Activist. Feminist. Mother (Field: description),https://app.box.com/s/gh7wntlmk58ho97jj25i3yp7lbym3dh9,https://latinocultural.uic.edu/events/civic-cinema-dolores-rebel-activist-feminist-mother/,4577738.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,News (ACF Field),New Policy Analysis Posted! (Field: intro_text_body),https://healthywork.uic.edu/wp-content/uploads/sites/452/2022/12/Temp_Workers_v5.pdf,https://healthywork.uic.edu/news-stories/new-policy-analysis-posted/,4545740.0,28.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),De Aquí y de Allá: Los Otros Dreamers (Field: description),https://app.box.com/s/hl0xv6zlgdq3bztxlrs9f59syyjgwnyu,https://latinocultural.uic.edu/events/de-aqui-y-de-alla-los-otros-dreamers/,4536332.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Annual Reports (Field: intro_text_body),https://app.box.com/s/okvaa87foqpjw6hhz6mdqpm5kq64e56m,https://latinocultural.uic.edu/annual-reports/,4510506.0,8.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Public Policy Alumni Panel (Field: description),https://uofi.box.com/s/ethix8l6kpnssz4n9xa6l7gfn96q4qvs,https://cuppa.uic.edu/events/public-policy-alumni-panel-2/,4488208.0,1.0,TRUE,TRUE,StructTreeRoot tag found,
Box,News (ACF Field),SHARE WITH STUDENTS: Public Policy Alumni Panel on 11/19 and Spring 2022 PPOL Courses (Field: intro_text_body),https://uofi.box.com/s/d86aeimjnn94e1llgg4p0vusszk3rxb6,https://advising-old.red.uic.edu/news-stories/share-with-students-public-policy-alumni-panel-on-11-19-and-spring-2022-ppol-courses/,4488208.0,1.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,News (ACF Field),Senator Durbin Visits Mile Square Health Center at Drake Elementary (Field: intro_text_body),https://www.durbin.senate.gov/imo/media/doc/IHA-HEAL-2022-report-FINAL%20_4.15.22.pdf,https://uihealth.uic.edu/news-stories/senator-durbin-visits-mile-square-health-center-at-drake-elementary/,4408483.0,56.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Annual Reports &amp; Documents (Field: intro_text_body),http://latinocultural.uic.edu/wp-content/uploads/sites/231/2024/09/LCC_AnnualReport2023.pdf,https://latinocultural.uic.edu/archives/annual-reports-documents/,4319911.0,4.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Annual Reports (Field: intro_text_body),https://app.box.com/file/1460176924453?s=ii8yockcct4o2l9uou0sjtm3njdn1mx7,https://latinocultural.uic.edu/annual-reports/,4319911.0,4.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: ILACADA May Newsletter &#8211; news on advising in Illinois! (Field: intro_text_body),https://uofi.box.com/s/6i1ln6shwmsk3yat45qh09z2dy8oij9z,https://advising-old.red.uic.edu/news-stories/professional-development-ilacada-may-newsletter-news-on-advising-in-illinois/,4307447.0,4.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Heals &amp; Feels: Voguing (Field: intro_text_body),https://app.box.com/s/diwyx4q8yhd28syhtm1uyiv3o9pshm0s,https://latinocultural.uic.edu/programs/program-series/artivism/heals-feels-voguing/,4295659.0,1.0,FALSE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),"Indigenous Frames for Understanding Extraction, Mines, and Pipelines (Field: description)",https://app.box.com/s/pzm61h0rz6j4zz4oe2ioe6encywz3t2u,https://latinocultural.uic.edu/events/zona-abierta-indigenous-frames-for-understanding-extraction-mines-and-pipelines/,4280291.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),A Celebration of Life &amp; Death – Performance and Storytelling (Field: description),https://app.box.com/s/zdavxw5ts3wlga852e7ftj9dzzh8eqvi,https://latinocultural.uic.edu/events/a-celebration-of-life-death-performance-and-storytelling/,4265108,1,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Communal Altar Installation – Workshop (Field: description),https://app.box.com/s/hsmcx887t7polpv1pnjtdwoiztiu2dme,https://latinocultural.uic.edu/events/communal-altar-installation-workshop/,4265108,1,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Death Makes Life Possible – Film (Field: description),https://app.box.com/s/292jynqxdw8nc5ydgh3i1ug61adotghg,https://latinocultural.uic.edu/events/death-makes-life-possible-film/,4265108,1,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Self-Study (Field: intro_text_body),https://uofi.box.com/s/7u8lu0gtlvmt9vv2me4y3ik5zcbnltxq,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/,4255070.0,121.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Page (ACF Field),LIN Newsletter (Field: intro_text_body),https://uofi.box.com/s/5715o41k83l7w92zb81a5v229hlxjlgq,https://lin.uic.edu/academics/lin-newsletter/,4252741.0,4.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,News (ACF Field),Organizing on Health and Safety in the Face of Coronavirus (Field: intro_text_body),https://labornotes.org/sites/default/files/LaborNotes-HealthandSafety-COVID-19-Workshop-DP-PDF2.pdf,https://healthywork.uic.edu/news-stories/organizing-on-health-and-safety-in-the-face-of-coronavirus/,4154362.0,43.0,TRUE,FALSE,No StructTreeRoot tag,
